name,artist,album,spotify_id,duration_ms,explicit,uri,primary_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
BLACKOUT,Turnstile,GLOW ON,0bGImSqDB2ebdeoCidUC8o,173279,False,spotify:track:0bGImSqDB2ebdeoCidUC8o,Unknown,0.301,0.807,6,-6.258,1,0.0695,0.000881,0.112,0.0849,0.595,84.051,4
Rhinoceros - Remastered 2011,The Smashing Pumpkins,Gish (Deluxe Edition),1nT1WwzjraW3Iu8Pa8wXEi,390306,False,spotify:track:1nT1WwzjraW3Iu8Pa8wXEi,Unknown,0.31,0.499,9,-7.992,1,0.0374,0.000388,0.665,0.25,0.197,145.575,4
Diamond,All Them Witches,ATW,1zAx94fNMR725rsFiHPG7z,369533,False,spotify:track:1zAx94fNMR725rsFiHPG7z,Unknown,0.805,0.375,7,-11.743,1,0.0403,0.52,0.737,0.122,0.31,112.259,4
BUNKER/PREROLL,mynameisntjmack,BUNKER/PREROLL,7guB5aqvr0dOEvqPtqESKF,120000,True,spotify:track:7guB5aqvr0dOEvqPtqESKF,Unknown,0.869,0.376,11,-8.458,0,0.364,0.112,5.81e-05,0.111,0.879,148.019,4
Coded Theory,Break Science,Coded Theory,4G7vrxdiPyifqe8kLgb4hw,233600,False,spotify:track:4G7vrxdiPyifqe8kLgb4hw,Unknown,0.563,0.672,7,-5.332,0,0.0297,0.17,0.782,0.297,0.296,150.108,4
Everyday People (Remix with B-Real & G.Love),Slightly Stoopid,Everyday People (Remix with B-Real & G. Love),6pReUhCfnH5qxdjsG6vlig,225080,False,spotify:track:6pReUhCfnH5qxdjsG6vlig,Unknown,0.772,0.713,7,-7.151,1,0.0704,0.365,0.00254,0.361,0.848,91.513,4
India,BoomBox,Visions of Backbeat,386CJPc8jgJMRlzhKfWlFO,340826,False,spotify:track:386CJPc8jgJMRlzhKfWlFO,Unknown,0.923,0.339,9,-11.391,1,0.0712,0.0629,0.0299,0.101,0.571,111.013,4
Jungle Lullaby,C.W. Stoneking,Pickathon Music Festival 2009,1GsLD6W59Bc7oZ2HhAi1de,294813,False,spotify:track:1GsLD6W59Bc7oZ2HhAi1de,Unknown,0.393,0.286,0,-13.696,1,0.0442,0.755,0.0747,0.584,0.326,86.352,4
SpottieOttieDopaliscious,Outkast,Big Boi & Dre Present...OutKast,4tmL5YG6fEjPJTtD6TkG5C,357933,False,spotify:track:4tmL5YG6fEjPJTtD6TkG5C,Unknown,0.891,0.725,1,-4.244,1,0.152,0.00537,0.000174,0.0911,0.825,125.077,4
Bium Bium Bambalo,Hilmar Örn Hilmarsson,Angels of the Universe,7pGVbY61BTBOVV0zmYNoMO,413453,False,spotify:track:7pGVbY61BTBOVV0zmYNoMO,Unknown,0.221,0.281,7,-13.163,1,0.0299,0.0871,0.806,0.125,0.0482,95.266,4
Stereo,BoomBox,Visions of Backbeat,6X4f2HyaLrwTVi5juD27jY,346000,False,spotify:track:6X4f2HyaLrwTVi5juD27jY,Unknown,0.887,0.408,2,-10.89,1,0.116,0.118,0.254,0.076,0.555,111.015,4
Midnight on the Run,BoomBox,Visions of Backbeat,5cio8CvmB7nBA1OxiSYqrg,599200,False,spotify:track:5cio8CvmB7nBA1OxiSYqrg,Unknown,0.823,0.455,10,-9.245,0,0.0697,0.0601,0.356,0.124,0.156,102.024,4
Aquemini,Outkast,Aquemini,4V3N5LvUOh3yDPP16cwAhE,319240,True,spotify:track:4V3N5LvUOh3yDPP16cwAhE,Unknown,0.707,0.661,1,-5.711,0,0.39,0.245,0,0.176,0.157,89.197,4
West Savannah,Outkast,Aquemini,5yTQ7Vy6EwKwB64Vho90LI,246280,True,spotify:track:5yTQ7Vy6EwKwB64Vho90LI,Unknown,0.689,0.558,0,-6.565,1,0.437,0.0314,0,0.586,0.473,84.942,4
"Wharf Rat - Live at Fillmore East, New York, NY, April 26, 1971",Grateful Dead,Grateful Dead (Skull & Roses) [Live],0JKWRYAxDyWqS14WmtLFOf,511306,True,spotify:track:0JKWRYAxDyWqS14WmtLFOf,Unknown,0.401,0.561,2,-10.432,1,0.0297,0.118,0.0711,0.0985,0.459,120.117,4
Taking In The Son - Feat. Avion Blackman,Christafari,No Compromise,5pamdkM0Dw0Rm5W2vKWjXZ,330893,False,spotify:track:5pamdkM0Dw0Rm5W2vKWjXZ,Unknown,0.775,0.536,9,-9.85,1,0.0343,0.028,9.01e-06,0.0852,0.784,136.025,4
You And Me,SOJA,Born In Babylon,7ukWTNljvU6pmPkuWN1ZBX,310160,False,spotify:track:7ukWTNljvU6pmPkuWN1ZBX,Unknown,0.921,0.321,4,-7.978,0,0.0365,0.0258,0,0.112,0.435,113.969,4
Moon Socket,STS9,Interplanetary Escape Vehicle,1thQ2svfZnEbf6txlOSKgJ,605106,False,spotify:track:1thQ2svfZnEbf6txlOSKgJ,Unknown,0.428,0.899,2,-9.923,1,0.0572,0.0475,0.875,0.121,0.454,123.922,4
Hubble,STS9,Interplanetary Escape Vehicle,4kOR9DXTbqVOgImMmnQgwS,430186,False,spotify:track:4kOR9DXTbqVOgImMmnQgwS,Unknown,0.312,0.868,2,-8.589,1,0.0495,0.0861,0.782,0.115,0.454,128.562,4
Wika Chikana,STS9,Interplanetary Escape Vehicle,6nE5L2wz5nApkTCy4cscGE,776053,False,spotify:track:6nE5L2wz5nApkTCy4cscGE,Unknown,0.51,0.829,4,-7.802,1,0.0735,0.0756,0.593,0.11,0.825,120.717,4
H.B. Walks To School,STS9,Interplanetary Escape Vehicle,0jWdQmNqrkuCNl7QTYs74K,360320,False,spotify:track:0jWdQmNqrkuCNl7QTYs74K,Unknown,0.307,0.839,2,-8.269,1,0.0434,0.119,0.678,0.246,0.641,159.501,4
Four Year Puma,STS9,Interplanetary Escape Vehicle,3bZ1bl6ajJ4LEnv374vlwG,399186,False,spotify:track:3bZ1bl6ajJ4LEnv374vlwG,Unknown,0.486,0.879,7,-7.644,1,0.0929,0.00914,0.844,0.091,0.687,137.217,4
Tap-In,STS9,Interplanetary Escape Vehicle,4hu8xysNkvKeiWodhKWTdo,164666,False,spotify:track:4hu8xysNkvKeiWodhKWTdo,Unknown,0.554,0.542,9,-11.57,0,0.0515,0.368,0.785,0.28,0.508,84.8,4
Quests,STS9,Interplanetary Escape Vehicle,15aAXHM0vAi4rxqOLoryi0,335640,False,spotify:track:15aAXHM0vAi4rxqOLoryi0,Unknown,0.432,0.743,7,-7.734,1,0.0391,0.254,0.852,0.216,0.572,112.977,3
Evasive Maneuvers,STS9,Interplanetary Escape Vehicle,716qWtMCEm2gPOXFCrkToP,349560,False,spotify:track:716qWtMCEm2gPOXFCrkToP,Unknown,0.471,0.534,8,-10.85,0,0.0336,0.0224,0.863,0.184,0.329,144.419,4
The Mood,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,4yCuBvbBvoJ9eVE7QB2Rkg,155693,True,spotify:track:4yCuBvbBvoJ9eVE7QB2Rkg,Unknown,0.855,0.825,4,-5.964,0,0.0931,0.778,0.0004,0.163,0.68,119.962,4
"Romeo and Juliet Op.64, No.7 - The Prince Gives His Order",Sergei Prokofiev,150 Classical Masterpieces,2nKWvMB3Qm3yZzKaC6258T,165066,False,spotify:track:2nKWvMB3Qm3yZzKaC6258T,Unknown,0.547,0.177,4,-17.409,1,0.0434,0.932,0.963,0.0842,0.305,127.724,4
Carmen - Habanera,Georges Bizet,150 Classical Masterpieces,4mxwON8I3HNewaLqbVZcFe,131706,False,spotify:track:4mxwON8I3HNewaLqbVZcFe,Unknown,0.617,0.00835,2,-24.432,1,0.0443,0.959,0.00194,0.253,0.509,122.929,4
Under My Voodoo,Sublime,Sublime (Deluxe Edition),5DcFyX2TbVoVEFGb3tsYt7,205813,False,spotify:track:5DcFyX2TbVoVEFGb3tsYt7,Unknown,0.347,0.951,9,-5.114,1,0.119,0.00109,0.73,0.658,0.437,103.931,4
Get Ready,Sublime,Sublime (Deluxe Edition),60k29vAmsk7XmPG5pSs7VF,291253,False,spotify:track:60k29vAmsk7XmPG5pSs7VF,Unknown,0.694,0.731,9,-6.184,1,0.0391,0.0171,5.02e-05,0.0685,0.582,82.944,4
Pawn Shop,Sublime,Sublime (Deluxe Edition),0yhvwYw9KeWrq8nRjtTjNH,366013,False,spotify:track:0yhvwYw9KeWrq8nRjtTjNH,Unknown,0.657,0.526,0,-7.067,1,0.0539,0.00856,0.00279,0.152,0.58,144.884,4
Wrong Way,Sublime,Sublime (Deluxe Edition),6tsz56C0DbkDHXHn3PbEnI,136293,True,spotify:track:6tsz56C0DbkDHXHn3PbEnI,Unknown,0.663,0.698,9,-6.259,1,0.0385,0.0812,0,0.0801,0.915,149.406,4
Garden Grove,Sublime,Sublime (Deluxe Edition),57Wy35qgvnoydFtN3jWaJU,261026,True,spotify:track:57Wy35qgvnoydFtN3jWaJU,Unknown,0.552,0.58,4,-7.398,0,0.0418,0.00084,0.000879,0.0308,0.654,81.801,4
Black-Throated Wind,Bob Weir,Ace,7zzbfi8fvHe6hm342GcNYl,342826,False,spotify:track:7zzbfi8fvHe6hm342GcNYl,Unknown,0.533,0.547,9,-9.29,1,0.0326,0.0299,0.0113,0.0723,0.669,72.506,4
A New Way To Say Hooray!,Shpongle,Tales of the Inexpressible,1PMIoBJ52Ii6uRmvKeHVCY,512106,False,spotify:track:1PMIoBJ52Ii6uRmvKeHVCY,Unknown,0.571,0.812,1,-8.322,1,0.0524,0.0148,0.0808,0.183,0.512,155.505,4
Duppy Conqueror,"Lee ""Scratch"" Perry","Bob Marley vs. Lee ""Scratch"" Perry: The Best of the Upsetter Years 1970-1971",4RnzY0j5GsanHKPXAiY2eY,223608,False,spotify:track:4RnzY0j5GsanHKPXAiY2eY,Unknown,0.693,0.538,1,-7.119,1,0.0873,0.293,1.14e-06,0.27,0.728,88.748,4
Timshel,Mumford & Sons,Sigh No More,3bFaKHJjs2evbfarwWQfHy,173413,False,spotify:track:3bFaKHJjs2evbfarwWQfHy,Unknown,0.38,0.269,5,-9.722,1,0.0327,0.862,3.28e-05,0.112,0.0831,165.697,4
China Cat Sunflower - Live in Paris 1972 Version,Grateful Dead,Europe '72 [Live] [Expanded],3K80eTMvPE8oG1aWXi4gDA,332960,False,spotify:track:3K80eTMvPE8oG1aWXi4gDA,Unknown,0.589,0.697,7,-10.648,1,0.0283,0.483,0.511,0.239,0.809,91.203,4
I Know You Rider - Live in Paris 1972 Remastered Version,Grateful Dead,Europe '72 [Live] [Expanded],6H4PWMMFBTnqqOGGEtwAom,303440,False,spotify:track:6H4PWMMFBTnqqOGGEtwAom,Unknown,0.355,0.762,7,-10.346,1,0.0395,0.696,0.67,0.221,0.797,175.689,4
Up On Cripple Creek - Remastered 2000,The Band,The Band (Expanded Edition),60VcYHxoyOdZyFb1EaKJdN,274893,False,spotify:track:60VcYHxoyOdZyFb1EaKJdN,Unknown,0.72,0.716,9,-8.773,1,0.0723,0.226,0.00335,0.0932,0.953,144.376,4
Que Sera,Wax Tailor,Tales Of The Forgotten Melodies,7z2q0GHHCdrCJk2Kp6jinL,164093,False,spotify:track:7z2q0GHHCdrCJk2Kp6jinL,Unknown,0.717,0.721,9,-5.059,1,0.0811,0.243,0.272,0.205,0.401,83.004,4
Helicon 2,Mogwai,Ten Rapid,5nzEN4tWmNRtXoKszGffAD,158333,False,spotify:track:5nzEN4tWmNRtXoKszGffAD,Unknown,0.689,0.0951,2,-19.383,1,0.0363,0.141,0.884,0.142,0.173,113.357,4
Dixie Chicken,Little Feat,Dixie Chicken,0eTHlx53lUn95HVsJtR6Qx,239106,False,spotify:track:0eTHlx53lUn95HVsJtR6Qx,Unknown,0.566,0.669,9,-10.081,1,0.0694,0.7,0.0654,0.588,0.92,149.702,4
Road,Nick Drake,Pink Moon,5USDPjFjBLfYF2G8UCbRpp,119680,False,spotify:track:5USDPjFjBLfYF2G8UCbRpp,Unknown,0.574,0.27,7,-16.024,1,0.0454,0.866,0.786,0.0975,0.821,150.79,4
Free Ride,Nick Drake,Pink Moon,0OsiXfbG1wYhJYVutbfPpr,183840,False,spotify:track:0OsiXfbG1wYhJYVutbfPpr,Unknown,0.811,0.121,0,-17.477,1,0.0623,0.912,0.261,0.111,0.576,120.265,4
Stuck In A Moment You Can't Get Out Of,U2,The Best Of 1990-2000,7vhlFuHKwUHFxk0vFOiKWd,271106,False,spotify:track:7vhlFuHKwUHFxk0vFOiKWd,Unknown,0.522,0.629,4,-5.315,1,0.0238,0.431,0.000307,0.201,0.326,158.453,4
Town To Town,G. Love & Special Sauce,G. Love And Special Sauce,14S0T7YGqn75gjNrBrHDCZ,204573,False,spotify:track:14S0T7YGqn75gjNrBrHDCZ,Unknown,0.61,0.148,1,-14.579,1,0.0372,0.379,0.00231,0.148,0.218,79.556,3
Sun Is Shining,Bob Marley & The Wailers,Kaya,0cZol3idOPBt73oq2461i7,297560,False,spotify:track:0cZol3idOPBt73oq2461i7,Unknown,0.795,0.442,3,-13.447,0,0.0837,0.00546,5.57e-05,0.0617,0.666,129.077,4
Garbage Man,G. Love & Special Sauce,G. Love And Special Sauce,0wSL3Kd615yX7nifGHpYUI,290160,False,spotify:track:0wSL3Kd615yX7nifGHpYUI,Unknown,0.69,0.698,2,-7.903,1,0.0569,0.0971,1.8e-05,0.363,0.527,133.118,4
Time Will Tell,Bob Marley & The Wailers,Kaya,4gTZR7DMx5orVEhxLKIH1F,209373,False,spotify:track:4gTZR7DMx5orVEhxLKIH1F,Unknown,0.517,0.237,8,-17.381,1,0.187,0.179,0,0.0565,0.653,156.327,4
Hrafnagaldur - Odin's Raven Magic,Steindór Anderson & Sigur Rós,Screaming Masterpiece,2B1IxHMc2xoXx6xDVcbVI8,611000,False,spotify:track:2B1IxHMc2xoXx6xDVcbVI8,Unknown,0.286,0.134,4,-18.096,0,0.0339,0.842,0.146,0.0442,0.122,89.839,4
Positive Vibration,Bob Marley & The Wailers,Rastaman Vibration,0BCDP8up6BoV6lbmN8fAxz,211240,False,spotify:track:0BCDP8up6BoV6lbmN8fAxz,Unknown,0.921,0.265,11,-17.082,0,0.0661,0.0347,0.000384,0.0672,0.524,132.006,4
Keep On Moving,Bob Marley & The Wailers,Natural Mystic,3gtc7wzmE8VwT5mWQT5yLH,260893,False,spotify:track:3gtc7wzmE8VwT5mWQT5yLH,Unknown,0.72,0.675,2,-9.116,1,0.107,0.00697,5.63e-05,0.304,0.826,148.12,4
Summer Skin,Death Cab for Cutie,Plans,5vFKQF10Jhyysg3JUbfBUd,194226,False,spotify:track:5vFKQF10Jhyysg3JUbfBUd,Unknown,0.615,0.476,2,-12.205,0,0.0337,0.161,0.0334,0.0946,0.611,91.584,4
Sunshine,Atmosphere,Sad Clown Bad Summer Number 9,5OmcnFH77xm4IETrbEvhlq,216546,False,spotify:track:5OmcnFH77xm4IETrbEvhlq,Unknown,0.852,0.572,1,-5.086,1,0.149,0.147,2.62e-06,0.186,0.569,90.939,4
Night Vision (feat. Isaac Hayes),Guru,Streetsoul,1ke7DyZkk4bIhIt55hQWdw,213466,True,spotify:track:1ke7DyZkk4bIhIt55hQWdw,Unknown,0.814,0.545,0,-6.521,1,0.418,0.171,0.000143,0.172,0.648,73.4,4
Summer Madness,Kool & The Gang,Gold,1GC4g9vf7i4H7qPn8vvD5f,259053,False,spotify:track:1GC4g9vf7i4H7qPn8vvD5f,Unknown,0.318,0.514,6,-11.13,0,0.0353,0.0152,0.868,0.0743,0.617,171.365,4
Funky G,Jacob Fred Jazz Odyssey,Live At the Lincoln Continental,2XWYHEvbvYf6CRbjjg5CGC,446200,False,spotify:track:2XWYHEvbvYf6CRbjjg5CGC,Unknown,0.596,0.338,5,-15.656,0,0.0474,0.123,0.587,0.12,0.615,83.178,4
Live Good,African Head Charge,Acid Jazz Records: Smooth Acid Jazz,5ZegrgkLZNVIAdO9h8X4K8,218045,False,spotify:track:5ZegrgkLZNVIAdO9h8X4K8,Unknown,0.792,0.589,5,-11.758,0,0.0672,0.145,0.00055,0.0507,0.914,138.056,4
Stoned Immaculate,Dub Syndicate,"Johnny Was Original Motion Picture Soundtrack, Vol. 1. (Reggae from the Film)",49aWsM5My3XhySGSp8vhyY,276506,False,spotify:track:49aWsM5My3XhySGSp8vhyY,Unknown,0.784,0.408,0,-14.55,1,0.433,0.195,2.67e-06,0.158,0.782,170.515,4
Slow Funk,Buddy Rich,No Funny Hats,1ZrROBJvve6QhHa49UjdYJ,389386,False,spotify:track:1ZrROBJvve6QhHa49UjdYJ,Unknown,0.575,0.719,5,-9.44,0,0.0716,0.139,0.265,0.87,0.705,91.017,4
Slow Down - Original Mix,Schwarz & Funk,Best Of Lounge Music 2012,7uhtU7mgjtC9LRj0PlhmZi,386519,False,spotify:track:7uhtU7mgjtC9LRj0PlhmZi,Unknown,0.535,0.76,4,-9.529,0,0.0317,0.0763,0.802,0.111,0.578,79.99,4
Slow Burn,Out Of Town,Retro Funk,2Uai3XkNmQrfZ5WwCD7Wxn,162169,False,spotify:track:2Uai3XkNmQrfZ5WwCD7Wxn,Unknown,0.764,0.249,9,-11.943,0,0.036,0.0654,0.81,0.127,0.495,113.977,3
Slow Greasy,Little Brian,Thrash Funk,2GBt3ON1Lq1Tj5uVsn7CDD,205826,False,spotify:track:2GBt3ON1Lq1Tj5uVsn7CDD,Unknown,0.883,0.377,5,-6.637,0,0.0435,0.462,0.833,0.218,0.42,134.015,4
Highway One,The Flashbulb,Soundtrack to a Vacant Life,013OOBJEMKIw9Q93yO22Un,148706,False,spotify:track:013OOBJEMKIw9Q93yO22Un,Unknown,0.662,0.36,6,-11.98,0,0.0296,0.227,0.973,0.127,0.195,119.988,4
Undiscovered Colors,The Flashbulb,Arboreal,4fS4hGJcIydMZrWo68DFMf,257440,False,spotify:track:4fS4hGJcIydMZrWo68DFMf,Unknown,0.448,0.29,5,-11.963,0,0.0874,0.673,0.822,0.491,0.128,92.836,4
The Trees In Juarez,The Flashbulb,Opus At The End Of Everything,3qHbMGneFDhZrVxXWaEwNE,189106,False,spotify:track:3qHbMGneFDhZrVxXWaEwNE,Unknown,0.265,0.545,4,-10.637,0,0.0413,0.116,0.916,0.121,0.0587,79.996,4
God Is Speaking,The Flashbulb,Réunion,04aExYX5Li6OSokXuK8nDi,226573,False,spotify:track:04aExYX5Li6OSokXuK8nDi,Unknown,0.626,0.411,7,-12.464,0,0.0551,0.345,0.731,0.115,0.213,170.291,4
Alice's Garden,The Flashbulb,Réunion,6dtIoIvEax517GkxS7wU3A,114213,False,spotify:track:6dtIoIvEax517GkxS7wU3A,Unknown,0.786,0.227,0,-12.378,1,0.0494,0.92,0.843,0.112,0.252,124.0,3
Going Brown Again,The Flashbulb,Réunion,4C4DeS3alqP5JrzXg9eejI,254133,False,spotify:track:4C4DeS3alqP5JrzXg9eejI,Unknown,0.749,0.598,10,-11.043,1,0.0467,0.00934,0.882,0.101,0.573,94.986,4
Toen - Taromix Dub,Kettel,Kettel Remixed,7aMf3BlkZ9AtRd9uIVNGrt,310733,False,spotify:track:7aMf3BlkZ9AtRd9uIVNGrt,Unknown,0.658,0.621,9,-10.4,1,0.0282,0.137,0.9,0.11,0.223,132.016,4
Electric Lazyland,9 Lazy 9,Electric Lazyland,4desWKODsdzW9QHHmQxx6J,352000,False,spotify:track:4desWKODsdzW9QHHmQxx6J,Unknown,0.785,0.46,11,-15.56,1,0.0558,0.000505,0.9,0.0375,0.479,89.777,4
Changes,Shape Of Broad Minds,Craft Of The Lost Art,0srv1cnYEapY9gIZEvOMMF,224466,False,spotify:track:0srv1cnYEapY9gIZEvOMMF,Unknown,0.438,0.71,1,-7.634,0,0.419,0.00504,0,0.383,0.584,174.024,4
Anti-Matter,King Geedorah,Take Me To Your Leader,4kVxStqN7DeoZje5aidAn3,206946,False,spotify:track:4kVxStqN7DeoZje5aidAn3,Unknown,0.865,0.752,0,-2.461,1,0.272,0.39,7.96e-05,0.106,0.791,95.377,4
Jamaican Proverb,Dub Syndicate,No Bed Of Roses,5jYVj4prrAjmXd0mNDaGAt,255533,False,spotify:track:5jYVj4prrAjmXd0mNDaGAt,Unknown,0.809,0.6,9,-7.949,0,0.138,0.00264,4.63e-06,0.108,0.657,158.492,4
Delgado Riddim,Deedar Zaman,Pride of the Underdog,2mD9rP8dPJ8GDk4a2i8hlB,158880,False,spotify:track:2mD9rP8dPJ8GDk4a2i8hlB,Unknown,0.752,0.312,5,-13.062,0,0.0704,0.0352,5.23e-06,0.15,0.519,130.054,4
Dervish Chant,African Head Charge,Songs Of Praise,0vRadCTOU0QRH8zBKDNhbD,465533,False,spotify:track:0vRadCTOU0QRH8zBKDNhbD,Unknown,0.696,0.426,8,-13.615,1,0.0473,0.672,0.751,0.133,0.774,156.22,4
Oh Babe It Ain't No Lie - Live,Grateful Dead,Reckoning (Live),17OxLQl2U5MRfszHaHIPrq,387466,False,spotify:track:17OxLQl2U5MRfszHaHIPrq,Unknown,0.624,0.377,0,-16.51,1,0.0361,0.735,0.331,0.938,0.517,131.972,4
Been All Around This World [Live],Grateful Dead,Reckoning [Live] [Expanded],4YPIfkqC16pWNaf7ZDo68x,253573,False,spotify:track:4YPIfkqC16pWNaf7ZDo68x,Unknown,0.748,0.314,0,-14.503,1,0.035,0.737,0.362,0.991,0.535,125.004,4
Under Dub,Puscifer,"""D"" Is for Dubby, the Lustmord Dub Mixes",3oFJBjuESJQUlTgVRkcKUC,413402,False,spotify:track:3oFJBjuESJQUlTgVRkcKUC,Unknown,0.711,0.428,3,-12.433,0,0.0343,0.0145,0.515,0.266,0.132,98.014,4
Bedouin's Vigil,OM,Split,7gzkIJoMbqQaEfkpMdJMfB,267733,False,spotify:track:7gzkIJoMbqQaEfkpMdJMfB,Unknown,0.303,0.545,8,-16.994,1,0.0357,0.000823,0.831,0.078,0.148,106.069,4
Big Country,Edgar Meyer,The Best Of Can't You Hear Me Callin' - Bluegrass: 80 Years Of American Music,391zLfmGCuh5bDH1qnGnOM,240440,False,spotify:track:391zLfmGCuh5bDH1qnGnOM,Unknown,0.321,0.403,4,-15.963,1,0.0301,0.942,0.973,0.192,0.315,113.954,4
Estimated Prophet - 2003 Remaster,Grateful Dead,The Very Best of the Grateful Dead,5gzLGvHDeVbCy7xBcbV38e,336600,False,spotify:track:5gzLGvHDeVbCy7xBcbV38e,Unknown,0.585,0.59,11,-9.142,0,0.0516,0.161,2.12e-06,0.0943,0.656,131.027,1
Shak'em Loose Tonight,Rumspringa,Rumspringa EP,3l5KJ0oLt0jRRKj5Lx1BiR,222466,False,spotify:track:3l5KJ0oLt0jRRKj5Lx1BiR,Unknown,0.507,0.594,8,-8.358,0,0.0295,0.0356,0.247,0.101,0.707,171.937,4
In The Jungle,Rumspringa,Rumspringa EP,47gAKoDjnnBgbrzddWHbPy,205173,False,spotify:track:47gAKoDjnnBgbrzddWHbPy,Unknown,0.61,0.611,8,-9.129,1,0.0462,0.143,0.231,0.104,0.744,143.981,4
Minds Awake,Rumspringa,Rumspringa EP,1SiiC7PLCCQcHiJcdnLSiZ,190173,False,spotify:track:1SiiC7PLCCQcHiJcdnLSiZ,Unknown,0.555,0.614,8,-8.593,0,0.0326,0.0377,0.0253,0.0748,0.563,72.997,4
Feel - Thievery Corporation Remix,Bombay Dub Orchestra,Bombay Dub Orchestra Remixed EP,2UxNM020iWjmR2nmZUbrmC,357320,False,spotify:track:2UxNM020iWjmR2nmZUbrmC,Unknown,0.546,0.857,2,-6.414,0,0.0335,0.00131,0.545,0.256,0.522,167.985,4
The Package,A Perfect Circle,Thirteenth Step,48ZqiKc9qMhrOTMctjwYOw,460493,False,spotify:track:48ZqiKc9qMhrOTMctjwYOw,Unknown,0.765,0.398,9,-10.538,1,0.0359,0.00364,0.725,0.117,0.15,123.887,4
The Noose,A Perfect Circle,Thirteenth Step,6lvNLD1XRU5paMwWH0RGRI,293173,False,spotify:track:6lvNLD1XRU5paMwWH0RGRI,Unknown,0.679,0.409,1,-10.41,1,0.0313,0.0695,0.265,0.079,0.31,131.983,4
The Noose,Vitamin String Quartet,VSQ Performs A Perfect Circle,4Op9Ev5a44W1KSNt9Ny1vf,292266,False,spotify:track:4Op9Ev5a44W1KSNt9Ny1vf,Unknown,0.592,0.243,2,-13.468,1,0.0317,0.522,0.09,0.087,0.48,131.819,4
Papa Was A Rollin' Stone - Single Version,The Temptations,Motown 50 Fanthology,65LYpKawCNwBzUBwYyM2Fu,414853,False,spotify:track:65LYpKawCNwBzUBwYyM2Fu,Unknown,0.813,0.398,6,-13.39,1,0.0969,0.44,0.0386,0.0745,0.868,121.489,4
Milan,Karsh Kale,Destination Lounge Buddha,4h3uI9aXOaiN4SBT93YX3Q,532506,False,spotify:track:4h3uI9aXOaiN4SBT93YX3Q,Unknown,0.326,0.529,4,-24.511,1,0.0581,0.513,0.884,0.362,0.49,164.993,4
Natural Mystic,Bob Marley & The Wailers,Natural Mystic,3p3zljlv54Pyll2iMMJCV9,206266,False,spotify:track:3p3zljlv54Pyll2iMMJCV9,Unknown,0.878,0.274,7,-14.274,1,0.337,0.0307,6.15e-06,0.162,0.833,131.122,4
Easy Skanking,Bob Marley & The Wailers,Natural Mystic,0R9GpX2iNSe2LLxLr3Npww,175506,False,spotify:track:0R9GpX2iNSe2LLxLr3Npww,Unknown,0.827,0.418,10,-12.645,1,0.049,0.0306,4.22e-06,0.134,0.65,126.396,4
Hurts Me Too - Live in London 1972 Remastered Version,Grateful Dead,Europe '72 [Live] [Expanded],6vc5Rti5VbxmKXt8bptWgl,438560,False,spotify:track:6vc5Rti5VbxmKXt8bptWgl,Unknown,0.544,0.392,9,-10.639,1,0.0309,0.756,0.817,0.147,0.357,121.161,3
Them Tulsa Boys,Paul Benjaman Band,The New Tulsa Sound Vol. 2: The Church Studio Sessions,3j6P8y1w1ySFyMPPzKJNaR,279786,False,spotify:track:3j6P8y1w1ySFyMPPzKJNaR,Unknown,0.677,0.434,2,-11.831,1,0.0431,0.105,0.731,0.201,0.289,91.423,4
Big Dream,Desi & Cody,The New Tulsa Sound Vol. 2: The Church Studio Sessions,2v4JY3CbnsDmeXMD5hh5oj,344586,False,spotify:track:2v4JY3CbnsDmeXMD5hh5oj,Unknown,0.522,0.356,2,-14.436,1,0.0337,0.537,0.00268,0.151,0.147,146.489,4
Ave Ma,Kamal,Zen Mama,7qe4sfm9GDSb2Mbcc5frnn,295480,False,spotify:track:7qe4sfm9GDSb2Mbcc5frnn,Unknown,0.185,0.18,5,-14.314,1,0.0393,0.976,0.862,0.0904,0.0441,71.865,4
Singata (Mystic Queen),Samsara Blues Experiment,Long Distance Trip,0wNkGjxuZwc9c6dLxhwscF,696200,False,spotify:track:0wNkGjxuZwc9c6dLxhwscF,Unknown,0.24,0.726,0,-8.714,1,0.0396,0.000301,0.864,0.0899,0.27,123.949,4
Army Of Ignorance,Samsara Blues Experiment,Long Distance Trip,1v5SUtKMOTBrksRRLxio2b,275293,False,spotify:track:1v5SUtKMOTBrksRRLxio2b,Unknown,0.253,0.861,2,-8.458,1,0.038,1.56e-05,0.882,0.0989,0.175,133.409,4
For The Lost Souls,Samsara Blues Experiment,Long Distance Trip,251p31yKdHEwSFYiAi9GCr,596506,False,spotify:track:251p31yKdHEwSFYiAi9GCr,Unknown,0.255,0.679,8,-8.234,1,0.0342,0.0023,0.203,0.173,0.119,96.68,4
Center Of The Sun,Samsara Blues Experiment,Long Distance Trip,5JOfZVpElHnY4yCUmpFGVw,788186,False,spotify:track:5JOfZVpElHnY4yCUmpFGVw,Unknown,0.312,0.773,7,-8.631,1,0.0429,0.00605,0.234,0.416,0.293,123.394,4
